('二团', '怀恋翻车鱼', '术士', '头部', '复仇骨帽', '16929', '+8 法术强度', '2020-22')
('一团', '武王', '战士', '主手武器', '歼灭者', '12798', '十字军', '2020-22')
('一团', '武王', '战士', '副手', '钻孔虫之碟', '17066', '+7 耐力', '2020-22')
('一团', '武王', '战士', '副手', '死亡召唤者', '17068', '十字军', '2020-22')
('一团', '武王', '战士', '远程', '萨特强弓', '18323', '', '2020-22')
('一团', '神威君临', '战士', '头部', '狮心头盔', '12640', '+8 力量', '2020-22')
('一团', '神威君临', '战士', '颈部', '哈卡之眼', '19856', '', '2020-22')
('一团', '神威君临', '战士', '颈部', '奥妮克希亚龙牙坠饰', '18404', '', '2020-22')
('一团', '神威君临', '战士', '肩部', '深渊皮甲护肩', '20689', '+15 攻击强度', '2020-22')
('一团', '神威君临', '战士', '肩部', '黑色龙鳞护肩', '15051', '+5 火焰抗性', '2020-22')
('一团', '神威君临', '战士', '衬衣', '紫色丝质衬衣', '4335', '', '2020-22')
('一团', '神威君临', '战士', '胸部', '野蛮角斗士链甲', '11726', '+4 所有属性', '2020-22')
('一团', '神威君临', '战士', '腰部', '冲击束带', '19137', '', '2020-22')
('一团', '神威君临', '战士', '腿部', '怪异强化腿甲', '18380', '+10 急速', '2020-22')
('一团', '神威君临', '战士', '腿部', '黑色龙鳞护腿', '15052', '+20 火焰抗性', '2020-22')
('一团', '神威君临', '战士', '脚', '多彩长靴', '19387', '加速略微提升', '2020-22')
('一团', '神威君临', '战士', '脚', '黑色龙鳞战靴', '16984', '加速略微提升', '2020-22')
('一团', '神威君临', '战士', '腕部', '雷德的护腕', '12936', '+9 力量', '2020-22')
('一团', '神威君临', '战士', '手', '烈焰守卫护手', '19143', '+7 力量', '2020-22')
('一团', '神威君临', '战士', '手', '力量护手', '16863', '+10 急速', '2020-22')
('一团', '神威君临', '战士', '手指', '迅击戒指', '18821', '', '2020-22')
('一团', '神威君临', '战士', '手指', '屠龙大师之戒', '19384', '', '2020-22')
('一团', '神威君临', '战士', '饰品', '钻石水瓶', '20130', '', '2020-22')
('一团', '神威君临', '战士', '饰品', '正义之手', '11815', '', '2020-22')
('一团', '神威君临', '战士', '饰品', '闪耀徽章', '2802', '', '2020-22')
('一团', '神威君临', '战士', '饰品', '黑手饰物', '13965', '', '2020-22')
('一团', '神威君临', '战士', '饰品', '龙牙饰物', '19406', '', '2020-22')
('一团', '神威君临', '战士', '背部', '黑爵士的斗篷', '13340', '+3 敏捷', '2020-22')
('一团', '神威君临', '战士', '背部', '奥妮克希亚鳞片披风', '15138', '+7 火焰抗性', '2020-22')
('一团', '神威君临', '战士', '主手武器', '残忍利刃', '18832', '十字军', '2020-22')
('一团', '神威君临', '战士', '副手', '无面者之牙', '19859', '十字军', '2020-22')
('一团', '神威君临', '战士', '远程', '速射强弓', '17069', '', '2020-22')
('一团', '瓦基丽', '战士', '头部', '狮心头盔', '12640', '+8 力量', '2020-22')
('一团', '瓦基丽', '战士', '颈部', '奥妮克希亚龙牙坠饰', '18404', '', '2020-22')
('一团', '瓦基丽', '战士', '肩部', '强击护肩', '12927', '+5 火焰抗性', '2020-22')
('一团', '瓦基丽', '战士', '肩部', '黑色龙鳞护肩', '15051', '+5 火焰抗性', '2020-22')
('一团', '瓦基丽', '战士', '衬衣', '漂亮的红衬衣', '4330', '', '2020-22')
('一团', '瓦基丽', '战士', '胸部', '野蛮角斗士链甲', '11726', '+4 所有属性', '2020-22')
('一团', '瓦基丽', '战士', '胸部', '力量胸甲', '16865', '+100 生命值', '2020-22')
('一团', '瓦基丽', '战士', '腰部', '冲击束带', '19137', '', '2020-22')
('一团', '瓦基丽', '战士', '腿部', '怪异强化腿甲', '18380', '+8 力量', '2020-22')
('一团', '瓦基丽', '战士', '腿部', '黑色龙鳞护腿', '15052', '+20 火焰抗性', '2020-22')
('一团', '瓦基丽', '战士', '脚', '血链战靴', '14616', '加速略微提升', '2020-22')
('一团', '瓦基丽', '战士', '脚', '黑色龙鳞战靴', '16984', '+7 耐力', '2020-22')
('一团', '瓦基丽', '战士', '腕部', '稳固护腕', '19146', '+9 力量', '2020-22')
('一团', '瓦基丽', '战士', '手', '烈焰守卫护手', '19143', '+7 力量', '2020-22')
('一团', '瓦基丽', '战士', '手', '力量护手', '16863', '+7 力量', '2020-22')
('一团', '瓦基丽', '战士', '手指', '迅击戒指', '18821', '', '2020-22')
('一团', '瓦基丽', '战士', '手指', '胡里奥指环', '19325', '', '2020-22')
('一团', '瓦基丽', '战士', '饰品', '黑手饰物', '13965', '', '2020-22')
('一团', '瓦基丽', '战士', '饰品', '正义之手', '11815', '', '2020-22')
('一团', '瓦基丽', '战士', '背部', '黑爵士的斗篷', '13340', '+3 敏捷', '2020-22')
('一团', '瓦基丽', '战士', '背部', '奥妮克希亚鳞片披风', '15138', '+7 火焰抗性', '2020-22')
('一团', '瓦基丽', '战士', '主手武器', '残忍利刃', '18832', '十字军', '2020-22')
('一团', '瓦基丽', '战士', '副手', '米拉之歌', '15806', '十字军', '2020-22')
('一团', '瓦基丽', '战士', '远程', '萨特强弓', '18323', '', '2020-22')
('一团', '嘚鹅德', '德鲁伊', '头部', '怒风头巾', '16900', '', '2020-22')
('一团', '嘚鹅德', '德鲁伊', '颈部', '堕灵者项链', '19876', '', '2020-22')
('一团', '嘚鹅德', '德鲁伊', '肩部', '怒风肩甲', '16902', '', '2020-22')
('一团', '嘚鹅德', '德鲁伊', '胸部', '塞纳里奥胸甲', '16833', '+100 法力值', '2020-22')
('一团', '嘚鹅德', '德鲁伊', '腰部', '怒风腰带', '16903', '', '2020-22')
('一团', '嘚鹅德', '德鲁伊', '腿部', '怒风腿甲', '16901', '+10 智力，+10 耐力，+12 法术强度', '2020-22')
('一团', '嘚鹅德', '德鲁伊', '脚', '万灵长靴', '19892', '', '2020-22')
('一团', '嘚鹅德', '德鲁伊', '腕部', '怒风护腕', '16904', '+13 法术强度', '2020-22')
('一团', '嘚鹅德', '德鲁伊', '手', '塞纳里奥手套', '16831', '', '2020-22')
('一团', '嘚鹅德', '德鲁伊', '手指', '萨弗拉斯指环', '19138', '', '2020-22')
('一团', '嘚鹅德', '德鲁伊', '手指', '首领指环', '19920', '', '2020-22')
('一团', '嘚鹅德', '德鲁伊', '饰品', '玛尔里之眼', '19930', '', '2020-22')
('一团', '嘚鹅德', '德鲁伊', '饰品', '埃雷萨拉斯皇家徽记', '18470', '', '2020-22')
('一团', '嘚鹅德', '德鲁伊', '背部', '野性之皮', '18510', '', '2020-22')
('一团', '嘚鹅德', '德鲁伊', '背部', '奥妮克希亚鳞片披风', '15138', '', '2020-22')
('一团', '嘚鹅德', '德鲁伊', '主手武器', '娅尔罗的意志', '19909', '+29 法术强度', '2020-22')
('一团', '嘚鹅德', '德鲁伊', '公会徽章', '雷矛军服', '19032', '', '2020-22')
('一团', 'Xpp', '法师', '头部', '灵风头冠', '16914', '+8 法术强度', '2020-22')
('一团', 'Xpp', '法师', '颈部', '火焰之王的项圈', '18814', '', '2020-22')
('一团', 'Xpp', '法师', '肩部', '黑翼衬肩', '19370', '+18 法术强度', '2020-22')
('一团', 'Xpp', '法师', '胸部', '灵风长袍', '16916', '+100 法力值', '2020-22')
('一团', 'Xpp', '法师', '腰部', '燃魔腰带', '19136', '', '2020-22')
('一团', 'Xpp', '法师', '腿部', '灵风短裤', '16915', '+18 法术强度，+8 爆击', '2020-22')
('一团', 'Xpp', '法师', '脚', '灵风长靴', '16912', '加速略微提升', '2020-22')
('一团', 'Xpp', '法师', '腕部', '奥术师护腕', '16799', '+7 智力', '2020-22')
('一团', 'Xpp', '法师', '手', '灵风手套', '16913', '', '2020-22')
('一团', 'Xpp', '法师', '手指', '法术能量之戒', '19147', '', '2020-22')
('一团', 'Xpp', '法师', '手指', '法术能量之戒', '19147', '', '2020-22')
('一团', 'Xpp', '法师', '饰品', '思维加速宝石', '19339', '', '2020-22')
('一团', 'Xpp', '法师', '饰品', '短暂能量护符', '18820', '', '2020-22')
('一团', 'Xpp', '法师', '饰品', '奈萨里奥之泪', '19379', '', '2020-22')
('一团', 'Xpp', '法师', '背部', '萨菲隆斗篷', '17078', '+5 所有抗性', '2020-22')
('一团', 'Xpp', '法师', '背部', '奥妮克希亚鳞片披风', '15138', '+7 火焰抗性', '2020-22')
('一团', 'Xpp', '法师', '主手武器', '统御法杖', '18842', '+30 法术强度', '2020-22')
('一团', 'Xpp', '法师', '远程', '混乱之触', '19861', '', '2020-22')
('一团', 'Xpp', '法师', '远程', '玛尔里之触', '19927', '', '2020-22')
('一团', 'Xpp', '法师', '公会徽章', '公会徽章', '5976', '', '2020-22')
('一团', '瞳孔里的阳光', '猎人', '头部', '巨人追猎者头盔', '16846', '+10 急速', '2020-22')
('一团', '瞳孔里的阳光', '猎人', '颈部', '奥妮克希亚龙牙坠饰', '18404', '', '2020-22')
('一团', '瞳孔里的阳光', '猎人', '肩部', '巨人追猎者肩饰', '16848', '', '2020-22')
('一团', '瞳孔里的阳光', '猎人', '肩部', '巨龙追猎者肩甲', '16937', '', '2020-22')
('一团', '瞳孔里的阳光', '猎人', '胸部', '巨人追猎者胸甲', '16845', '+4 所有属性', '2020-22')
('一团', '瞳孔里的阳光', '猎人', '腰部', '巨人追猎者腰带', '16851', '', '2020-22')
('一团', '瞳孔里的阳光', '猎人', '腿部', '巨人追猎者护腿', '16847', '+10 急速', '2020-22')
('一团', '瞳孔里的阳光', '猎人', '腿部', '巨龙追猎者腿甲', '16938', '', '2020-22')
('一团', '瞳孔里的阳光', '猎人', '脚', '巨人追猎者长靴', '16849', '+7 敏捷', '2020-22')
('一团', '瞳孔里的阳光', '猎人', '脚', '巨龙追猎者胫甲', '16941', '', '2020-22')
('一团', '瞳孔里的阳光', '猎人', '腕部', '巨人追猎者护腕', '16850', '+7 智力', '2020-22')
('一团', '瞳孔里的阳光', '猎人', '手', '巨人追猎者手套', '16852', '+7 敏捷', '2020-22')
('一团', '瞳孔里的阳光', '猎人', '手指', '胡里奥指环', '19325', '', '2020-22')
('一团', '瞳孔里的阳光', '猎人', '手指', '晋升印章', '12344', '', '2020-22')
('一团', '瞳孔里的阳光', '猎人', '手指', '迅击戒指', '18821', '', '2020-22')
('一团', '瞳孔里的阳光', '猎人', '饰品', '埃雷萨拉斯皇家徽记', '18473', '', '2020-22')
('一团', '瞳孔里的阳光', '猎人', '饰品', '魔暴龙眼', '19991', '', '2020-22')
('一团', '瞳孔里的阳光', '猎人', '饰品', '黑手饰物', '13965', '', '2020-22')
('一团', '瞳孔里的阳光', '猎人', '背部', '环雾披风', '17102', '+3 敏捷', '2020-22')
('一团', '瞳孔里的阳光', '猎人', '背部', '奥妮克希亚鳞片披风', '15138', '', '2020-22')
('一团', '瞳孔里的阳光', '猎人', '主手武器', '哈卡莱战刃', '19865', '+15 敏捷', '2020-22')
('一团', '瞳孔里的阳光', '猎人', '副手', '无面者之牙', '19859', '+15 敏捷', '2020-22')
('一团', '瞳孔里的阳光', '猎人', '远程', '伦鲁迪洛尔，上古守护者的长弓', '18713', '瞄准镜（+7 伤害）', '2020-22')
('一团', '清音如风', '法师', '头部', '灵风头冠', '16914', '+18 法术强度，+8 爆击', '2020-22')
('一团', '清音如风', '法师', '颈部', '火焰之王的项圈', '18814', '', '2020-22')
('一团', '清音如风', '法师', '肩部', '灵风衬肩', '16917', '', '2020-22')
('一团', '清音如风', '法师', '衬衣', '杉德尔船长的衬衣', '3342', '', '2020-22')
('一团', '清音如风', '法师', '胸部', '灵风长袍', '16916', '+4 所有属性', '2020-22')
('一团', '清音如风', '法师', '腰部', '燃魔腰带', '19136', '', '2020-22')
('一团', '清音如风', '法师', '腿部', '奥术师护腿', '16796', '+8 法术强度', '2020-22')
('一团', '清音如风', '法师', '脚', '奥术师便鞋', '16800', '+7 耐力', '2020-22')
('一团', '清音如风', '法师', '腕部', '奥术师护腕', '16799', '+7 智力', '2020-22')
('一团', '清音如风', '法师', '手', '灵风手套', '16913', '', '2020-22')
('一团', '清音如风', '法师', '手指', '法术能量之戒', '19147', '', '2020-22')
('一团', '清音如风', '法师', '手指', '专注指环', '19403', '', '2020-22')
('一团', '清音如风', '法师', '饰品', '比斯巨兽之眼', '13968', '', '2020-22')
('一团', '清音如风', '法师', '饰品', '赞达拉英雄护符', '19950', '', '2020-22')
('一团', '清音如风', '法师', '饰品', '石楠之环', '12930', '', '2020-22')
('一团', '清音如风', '法师', '背部', '吞噬披风', '19857', '', '2020-22')
('一团', '清音如风', '法师', '背部', '奥妮克希亚鳞片披风', '15138', '', '2020-22')
('一团', '清音如风', '法师', '主手武器', '碧空之歌', '17103', '+30 法术强度', '2020-22')
('一团', '清音如风', '法师', '副手', '冰雪之王宝典', '19310', '', '2020-22')
('一团', '清音如风', '法师', '远程', '噬骨铁针', '13938', '', '2020-22')
('一团', '巴比龍', '德鲁伊', '头部', '怒风头巾', '16900', '+8 法术强度', '2020-22')
('一团', '巴比龍', '德鲁伊', '颈部', '金度的邪眼', '19885', '', '2020-22')
('一团', '巴比龍', '德鲁伊', '肩部', '狂野肩铠', '18810', '+18 法术强度', '2020-22')
('一团', '巴比龍', '德鲁伊', '衬衣', '紫色丝质衬衣', '4335', '', '2020-22')
('一团', '巴比龍', '德鲁伊', '胸部', '怒风胸甲', '16897', '+100 法力值', '2020-22')
('一团', '巴比龍', '德鲁伊', '腰部', '熔火犬皮腰带', '19162', '', '2020-22')
('一团', '巴比龍', '德鲁伊', '腿部', '怒风腿甲', '16901', '+10 智力，+10 耐力，+12 法术强度', '2020-22')
('一团', '巴比龍', '德鲁伊', '脚', '纯净思想长靴', '19437', '加速略微提升', '2020-22')
('一团', '巴比龍', '德鲁伊', '腕部', '怒风护腕', '16904', '+13 法术强度', '2020-22')
('一团', '巴比龍', '德鲁伊', '手', '怒风护手', '16899', '+5 剥皮', '2020-22')
('一团', '巴比龍', '德鲁伊', '手指', '弗丁徽记之戒', '16058', '', '2020-22')
('一团', '巴比龍', '德鲁伊', '手指', '灼烧指环', '19140', '', '2020-22')
('一团', '巴比龍', '德鲁伊', '饰品', '石楠之环', '12930', '', '2020-22')
('一团', '巴比龍', '德鲁伊', '饰品', '埃雷萨拉斯皇家徽记', '18470', '', '2020-22')
('一团', '巴比龍', '德鲁伊', '背部', '野性之皮', '18510', '+5 所有抗性', '2020-22')
('一团', '巴比龍', '德鲁伊', '主手武器', '金度的妖器', '19890', '+29 法术强度', '2020-22')
('一团', '巴比龍', '德鲁伊', '副手', '生命花环', '19312', '', '2020-22')
('一团', '老贝塔', '德鲁伊', '头部', '怒风头巾', '16900', '+150 法力值', '2020-22')
('一团', '老贝塔', '德鲁伊', '颈部', '龙魂坠饰', '19371', '', '2020-22')
('一团', '老贝塔', '德鲁伊', '肩部', '狂野肩铠', '18810', '', '2020-22')
('一团', '老贝塔', '德鲁伊', '衬衣', '红色亚麻衬衣', '2575', '', '2020-22')
('一团', '老贝塔', '德鲁伊', '胸部', '怒风胸甲', '16897', '+100 法力值', '2020-22')
('一团', '老贝塔', '德鲁伊', '腰部', '熔火犬皮腰带', '19162', '', '2020-22')
('一团', '老贝塔', '德鲁伊', '腿部', '怒风腿甲', '16901', '+10 智力，+10 耐力，+12 法术强度', '2020-22')
('一团', '老贝塔', '德鲁伊', '脚', '怒风长靴', '16898', '+5 全能', '2020-22')
('一团', '老贝塔', '德鲁伊', '腕部', '怒风护腕', '16904', '+9 全能', '2020-22')
('一团', '老贝塔', '德鲁伊', '手', '怒风护手', '16899', '加固（+40 护甲）', '2020-22')
('一团', '老贝塔', '德鲁伊', '手指', '铁炉堡歌唱石', '12543', '', '2020-22')
('一团', '老贝塔', '德鲁伊', '手指', '弗丁徽记之戒', '16058', '', '2020-22')
('一团', '老贝塔', '德鲁伊', '饰品', '恢复宝石', '19395', '', '2020-22')
('一团', '老贝塔', '德鲁伊', '饰品', '埃雷萨拉斯皇家徽记', '18470', '', '2020-22')
('一团', '老贝塔', '德鲁伊', '背部', '野性之皮', '18510', '', '2020-22')
('一团', '老贝塔', '德鲁伊', '背部', '奥妮克希亚鳞片披风', '15138', '', '2020-22')
('一团', '老贝塔', '德鲁伊', '主手武器', '金度的妖器', '19890', '+29 法术强度', '2020-22')
('一团', '老贝塔', '德鲁伊', '副手', '生命花环', '19312', '', '2020-22')
('一团', '老贝塔', '德鲁伊', '远程', '埃根的冲击器', '13289', '', '2020-22')
('一团', '老贝塔', '德鲁伊', '公会徽章', '雷矛军服', '19032', '', '2020-22')
('一团', '小柚吇', '战士', '头部', '狮心头盔', '12640', '', '2020-22')
('一团', '小柚吇', '战士', '颈部', '奥妮克希亚龙牙坠饰', '18404', '', '2020-22')
('一团', '小柚吇', '战士', '肩部', '龙爪肩铠', '19394', '+15 攻击强度', '2020-22')
('一团', '小柚吇', '战士', '衬衣', '红色亚麻衬衣', '2575', '', '2020-22')
('一团', '小柚吇', '战士', '胸部', '野蛮角斗士链甲', '11726', '+4 所有属性', '2020-22')
('一团', '小柚吇', '战士', '腰部', '赞达拉辩护者腰带', '19823', '', '2020-22')
('一团', '小柚吇', '战士', '腿部', '黑铁护腿', '17013', '+20 火焰抗性', '2020-22')
('一团', '小柚吇', '战士', '腿部', '深渊板甲护腿', '20671', '', '2020-22')
('一团', '小柚吇', '战士', '脚', '多彩长靴', '19387', '+7 敏捷', '2020-22')
('一团', '小柚吇', '战士', '腕部', '雷德的护腕', '12936', '', '2020-22')
('一团', '小柚吇', '战士', '腕部', '赞达拉辩护者护臂', '19824', '+7 耐力', '2020-22')
('一团', '小柚吇', '战士', '手', '祭祀护手', '22714', '+7 敏捷', '2020-22')
('一团', '小柚吇', '战士', '手指', '屠龙大师之戒', '19384', '', '2020-22')
('一团', '小柚吇', '战士', '手指', '胡里奥指环', '19325', '', '2020-22')
('一团', '小柚吇', '战士', '饰品', '黑手饰物', '13965', '', '2020-22')
('一团', '小柚吇', '战士', '饰品', '闪耀徽章', '2802', '', '2020-22')
('一团', '小柚吇', '战士', '饰品', '正义之手', '11815', '', '2020-22')
('一团', '小柚吇', '战士', '背部', '奥妮克希亚鳞片披风', '15138', '+7 火焰抗性', '2020-22')
('一团', '小柚吇', '战士', '背部', '祖利安虎皮披风', '19907', '+50 护甲', '2020-22')
('一团', '小柚吇', '战士', '主手武器', '末日之刃', '19362', '', '2020-22')
('一团', '小柚吇', '战士', '副手', '风暴战斧', '871', '', '2020-22')
('一团', '小柚吇', '战士', '远程', '击心者', '19350', '', '2020-22')
('一团', '弑灬月', '盗贼', '头部', '血牙头巾', '16908', '+10 急速', '2020-22')
('一团', '弑灬月', '盗贼', '颈部', '奥妮克希亚龙牙坠饰', '18404', '', '2020-22')
('一团', '弑灬月', '盗贼', '肩部', '夜幕杀手护肩', '16823', '', '2020-22')
('一团', '弑灬月', '盗贼', '胸部', '血牙胸甲', '16905', '+4 所有属性', '2020-22')
('一团', '弑灬月', '盗贼', '腰部', '夜幕杀手腰带', '16827', '', '2020-22')
('一团', '弑灬月', '盗贼', '腿部', '血牙短裤', '16909', '+10 急速', '2020-22')
('一团', '弑灬月', '盗贼', '脚', '血牙长靴', '16906', '+7 敏捷', '2020-22')
('一团', '弑灬月', '盗贼', '腕部', '血牙护腕', '16911', '+9 力量', '2020-22')
('一团', '弑灬月', '盗贼', '手', '古代熔火皮手套', '18823', '+7 敏捷', '2020-22')
('一团', '弑灬月', '盗贼', '手指', '屠龙大师之戒', '19384', '', '2020-22')
('一团', '弑灬月', '盗贼', '手指', '胡里奥指环', '19325', '', '2020-22')
('一团', '弑灬月', '盗贼', '饰品', '龙牙饰物', '19406', '', '2020-22')
('一团', '弑灬月', '盗贼', '饰品', '黑手饰物', '13965', '', '2020-22')
('一团', '弑灬月', '盗贼', '饰品', '毒性图腾', '19342', '', '2020-22')
('一团', '弑灬月', '盗贼', '背部', '飞龙披风', '19436', '+3 敏捷', '2020-22')
('一团', '弑灬月', '盗贼', '背部', '奥妮克希亚鳞片披风', '15138', '+7 火焰抗性', '2020-22')
('一团', '弑灬月', '盗贼', '主手武器', '毁灭之刃', '18816', '+5 武器伤害', '2020-22')
('一团', '弑灬月', '盗贼', '副手', '龙牙之刃', '19346', '+15 敏捷', '2020-22')
('一团', '弑灬月', '盗贼', '远程', '速射强弓', '17069', '', '2020-22')
('一团', 'Fightagain', '盗贼', '头部', '血牙头巾', '16908', '+14 攻击强度，+12 躲闪', '2020-22')
('一团', 'Fightagain', '盗贼', '头部', '夜幕杀手头巾', '16821', '', '2020-22')
('一团', 'Fightagain', '盗贼', '颈部', '奥妮克希亚龙牙坠饰', '18404', '', '2020-22')
('一团', 'Fightagain', '盗贼', '肩部', '赞达拉狂妄者衬肩', '19835', '+15 攻击强度', '2020-22')
('一团', 'Fightagain', '盗贼', '肩部', '血牙肩甲', '16832', '+15 攻击强度', '2020-22')
('一团', 'Fightagain', '盗贼', '衬衣', '红色亚麻衬衣', '2575', '', '2020-22')
('一团', 'Fightagain', '盗贼', '胸部', '血牙胸甲', '16905', '+100 生命值', '2020-22')
('一团', 'Fightagain', '盗贼', '腰部', '夜幕杀手腰带', '16827', '', '2020-22')
('一团', 'Fightagain', '盗贼', '腿部', '血牙短裤', '16909', '+14 攻击强度，+12 躲闪', '2020-22')
('一团', 'Fightagain', '盗贼', '脚', '暗影烈焰长靴', '19381', '+7 耐力', '2020-22')
('一团', 'Fightagain', '盗贼', '脚', '血牙长靴', '16906', '+7 耐力', '2020-22')
('一团', 'Fightagain', '盗贼', '腕部', '血牙护腕', '16911', '+9 耐力', '2020-22')
('一团', 'Fightagain', '盗贼', '手', '夜幕杀手手套', '16826', '+7 敏捷', '2020-22')
('一团', 'Fightagain', '盗贼', '手指', '屠龙大师之戒', '19384', '', '2020-22')
('一团', 'Fightagain', '盗贼', '手指', '源力之环', '19432', '', '2020-22')
('一团', 'Fightagain', '盗贼', '饰品', '正义之手', '11815', '', '2020-22')
('一团', 'Fightagain', '盗贼', '饰品', '埃雷萨拉斯皇家徽记', '18465', '', '2020-22')
('一团', 'Fightagain', '盗贼', '饰品', '龙牙饰物', '19406', '', '2020-22')
('一团', 'Fightagain', '盗贼', '饰品', '闪耀徽章', '2802', '', '2020-22')
('一团', 'Fightagain', '盗贼', '背部', '部族之力', '22712', '+3 敏捷', '2020-22')
('一团', 'Fightagain', '盗贼', '背部', '奥妮克希亚鳞片披风', '15138', '+7 火焰抗性', '2020-22')
('一团', 'Fightagain', '盗贼', '主手武器', '毁灭之刃', '18816', '+5 武器伤害', '2020-22')
('一团', 'Fightagain', '盗贼', '副手', '血色十字军波刃剑', '5267', '+15 敏捷', '2020-22')
('一团', 'Fightagain', '盗贼', '远程', '速射强弓', '17069', '', '2020-22')
('一团', '小撩撩', '德鲁伊', '头部', '狼头之盔', '8345', '+8 敏捷', '2020-22')
('一团', '小撩撩', '德鲁伊', '颈部', '普瑞斯托的阴谋饰物', '19377', '', '2020-22')
('一团', '小撩撩', '德鲁伊', '肩部', '强击护肩', '12927', '', '2020-22')
('一团', '小撩撩', '德鲁伊', '胸部', '玛法里奥的祝福', '19405', '+4 所有属性', '2020-22')
('一团', '小撩撩', '德鲁伊', '腰部', '防腐徽记腰带', '20216', '', '2020-22')
('一团', '小撩撩', '德鲁伊', '腰部', '熔岩腰带', '19149', '', '2020-22')
('一团', '小撩撩', '德鲁伊', '腿部', '魔暴龙皮护腿', '15062', '+8 敏捷', '2020-22')
('一团', '小撩撩', '德鲁伊', '脚', '浴血软鞋', '19906', '加速略微提升', '2020-22')
('一团', '小撩撩', '德鲁伊', '腕部', '原始蝙蝠皮护腕', '19687', '+9 力量', '2020-22')
('一团', '小撩撩', '德鲁伊', '手', '暗影豹皮手套', '20259', '+7 敏捷', '2020-22')
('一团', '小撩撩', '德鲁伊', '手指', '屠龙大师之戒', '19384', '', '2020-22')
('一团', '小撩撩', '德鲁伊', '手指', '源力之环', '19432', '', '2020-22')
('一团', '小撩撩', '德鲁伊', '饰品', '赞达拉英雄勋章', '19949', '', '2020-22')
('一团', '小撩撩', '德鲁伊', '饰品', '正义之手', '11815', '', '2020-22')
('一团', '小撩撩', '德鲁伊', '背部', '部族之力', '22712', '+3 敏捷', '2020-22')
('一团', '小撩撩', '德鲁伊', '背部', '奥妮克希亚鳞片披风', '15138', '+3 敏捷', '2020-22')
('一团', '小撩撩', '德鲁伊', '主手武器', '无坚不摧之力', '19323', '+15 力量', '2020-22')
('一团', '糸色神', '法师', '头部', '密苏达尔，夺魂者的头饰', '19375', '+8 法术强度', '2020-22')
('一团', '糸色神', '法师', '颈部', '火焰之王的项圈', '18814', '', '2020-22')
('一团', '糸色神', '法师', '颈部', '龙火护符', '16309', '', '2020-22')
('一团', '糸色神', '法师', '肩部', '黑翼衬肩', '19370', '', '2020-22')
('一团', '糸色神', '法师', '肩部', '光芒衬肩', '16980', '', '2020-22')
('一团', '糸色神', '法师', '衬衣', '学徒衬衣', '6096', '', '2020-22')
('一团', '糸色神', '法师', '胸部', '大法师之袍', '14152', '+100 法力值', '2020-22')
('一团', '糸色神', '法师', '胸部', '黑灰长袍', '19399', '', '2020-22')
('一团', '糸色神', '法师', '腰部', '燃魔腰带', '19136', '', '2020-22')
('一团', '糸色神', '法师', '腿部', '灵风短裤', '16915', '+8 法术强度', '2020-22')
('一团', '糸色神', '法师', '腿部', '光芒护腿', '19165', '+8 法术强度', '2020-22')
('一团', '糸色神', '法师', '脚', '奥术师便鞋', '16800', '', '2020-22')
('一团', '糸色神', '法师', '腕部', '庄严护腕', '18497', '+7 智力', '2020-22')
('一团', '糸色神', '法师', '手', '灵风手套', '16913', '', '2020-22')
('一团', '糸色神', '法师', '手指', '法术能量之戒', '19147', '', '2020-22')
('一团', '糸色神', '法师', '手指', '水蓝石戒指', '11974', '', '2020-22')
('一团', '糸色神', '法师', '手指', '惩戒指环', '22721', '', '2020-22')
('一团', '糸色神', '法师', '手指', '水蓝石戒指', '11974', '', '2020-22')
('一团', '糸色神', '法师', '饰品', '思维加速宝石', '19339', '', '2020-22')
('一团', '糸色神', '法师', '饰品', '短暂能量护符', '18820', '', '2020-22')
('一团', '糸色神', '法师', '饰品', '奈萨里奥之泪', '19379', '', '2020-22')
('一团', '糸色神', '法师', '背部', '龙王披风', '19378', '', '2020-22')
('一团', '糸色神', '法师', '背部', '奥妮克希亚鳞片披风', '15138', '', '2020-22')
('一团', '糸色神', '法师', '主手武器', '统御法杖', '18842', '+30 法术强度', '2020-22')
('一团', '糸色神', '法师', '远程', '骨寒魔杖', '19108', '', '2020-22')
('一团', 'Acmen', '圣骑士', '头部', '洞悉兜帽', '18490', '+10 躲闪，+10 耐力，+10 智力', '2020-22')
('一团', 'Acmen', '圣骑士', '颈部', '金度的邪眼', '19885', '', '2020-22')
('一团', 'Acmen', '圣骑士', '肩部', '狂野肩铠', '18810', '+18 法术强度', '2020-22')
('一团', 'Acmen', '圣骑士', '胸部', '波动长袍', '19145', '+4 所有属性', '2020-22')
('一团', 'Acmen', '圣骑士', '腰部', '熔火犬皮腰带', '19162', '', '2020-22')
('一团', 'Acmen', '圣骑士', '腿部', '火蜥蜴鳞片短裤', '18875', '+10 躲闪，+10 耐力，+10 智力', '2020-22')
('一团', 'Acmen', '圣骑士', '脚', '和平守护者长靴', '20265', '', '2020-22')
('一团', 'Acmen', '圣骑士', '腕部', '近卫臂甲', '13969', '+13 法术强度', '2020-22')
('一团', 'Acmen', '圣骑士', '手', '和平守护者护手', '20264', '', '2020-22')
('一团', 'Acmen', '圣骑士', '手指', '弗丁徽记之戒', '16058', '', '2020-22')
('一团', 'Acmen', '圣骑士', '手指', '沉思指环', '18103', '', '2020-22')
('一团', 'Acmen', '圣骑士', '手指', '铁炉堡歌唱石', '12543', '', '2020-22')
