('二团', '血染胸毛', '盗贼', '头部', '血牙头巾', '16908', '+14 攻击强度，+12 躲闪', '2020-20')
('一团', '武王', '战士', '脚', '愤怒马靴', '16965', '+7 耐力', '2020-20')
('一团', '武王', '战士', '腕部', '真龙护腕', '18812', '+9 耐力', '2020-20')
('一团', '武王', '战士', '手', '愤怒护手', '16964', '+7 力量', '2020-20')
('一团', '武王', '战士', '手', '力量护手', '16863', '+7 力量', '2020-20')
('一团', '武王', '战士', '手指', '埃古雷亚指环', '17063', '', '2020-20')
('一团', '武王', '战士', '手指', '沉重的黑铁戒指', '18879', '', '2020-20')
('一团', '武王', '战士', '饰品', '奥妮克希亚龙血护符', '18406', '', '2020-20')
('一团', '武王', '战士', '饰品', '斯泰林的甲虫壳', '19431', '', '2020-20')
('一团', '武王', '战士', '背部', '龙血斗篷', '17107', '+5 所有抗性', '2020-20')
('一团', '武王', '战士', '背部', '奥妮克希亚鳞片披风', '15138', '+7 火焰抗性', '2020-20')
('一团', '武王', '战士', '主手武器', '奎尔塞拉', '18348', '十字军', '2020-20')
('一团', '武王', '战士', '主手武器', '艾斯卡达尔的右爪', '18203', '十字军', '2020-20')
('一团', '武王', '战士', '主手武器', '歼灭者', '12798', '十字军', '2020-20')
('一团', '武王', '战士', '副手', '钻孔虫之碟', '17066', '+7 耐力', '2020-20')
('一团', '武王', '战士', '副手', '死亡召唤者', '17068', '十字军', '2020-20')
('一团', '武王', '战士', '远程', '萨特强弓', '18323', '', '2020-20')
('一团', '誓言之燚', '法师', '头部', '灵风头冠', '16914', '+8 法术强度', '2020-20')
('一团', '誓言之燚', '法师', '颈部', '火焰之王的项圈', '18814', '', '2020-20')
('一团', '誓言之燚', '法师', '肩部', '灵风衬肩', '16917', '', '2020-20')
('一团', '誓言之燚', '法师', '肩部', '光芒衬肩', '16980', '+5 火焰抗性', '2020-20')
('一团', '誓言之燚', '法师', '衬衣', '红色亚麻衬衣', '2575', '', '2020-20')
('一团', '誓言之燚', '法师', '胸部', '大法师之袍', '14152', '+4 所有属性', '2020-20')
('一团', '誓言之燚', '法师', '腰部', '燃魔腰带', '19136', '', '2020-20')
('一团', '誓言之燚', '法师', '腿部', '灵风短裤', '16915', '+18 法术强度，+8 爆击', '2020-20')
('一团', '誓言之燚', '法师', '脚', '骑士中尉的丝质便鞋', '23291', '加速略微提升', '2020-20')
('一团', '誓言之燚', '法师', '腕部', '灵风束腕', '16918', '+7 智力', '2020-20')
('一团', '誓言之燚', '法师', '手', '骑士中尉的丝质裹手', '23290', '+5 钓鱼', '2020-20')
('一团', '誓言之燚', '法师', '手', '光芒手套', '16979', '+5 敏捷', '2020-20')
('一团', '誓言之燚', '法师', '手指', '法术能量之戒', '19147', '', '2020-20')
('一团', '誓言之燚', '法师', '手指', '法术能量之戒', '19147', '', '2020-20')
('一团', '誓言之燚', '法师', '饰品', '赞达拉英雄护符', '19950', '', '2020-20')
('一团', '誓言之燚', '法师', '饰品', '思维加速宝石', '19339', '', '2020-20')
('一团', '誓言之燚', '法师', '饰品', '比斯巨兽之眼', '13968', '', '2020-20')
('一团', '誓言之燚', '法师', '饰品', '石楠之环', '12930', '', '2020-20')
('一团', '誓言之燚', '法师', '饰品', '石楠之环', '12930', '', '2020-20')
('一团', '誓言之燚', '法师', '饰品', '赞达拉英雄护符', '19950', '', '2020-20')
('一团', '誓言之燚', '法师', '背部', '哈卡莱崇拜者披风', '22711', '+5 所有抗性', '2020-20')
('一团', '誓言之燚', '法师', '背部', '奥妮克希亚鳞片披风', '15138', '', '2020-20')
('一团', '誓言之燚', '法师', '主手武器', '碧空之歌', '17103', '+30 法术强度', '2020-20')
('一团', '誓言之燚', '法师', '副手', '冰雪之王宝典', '19310', '', '2020-20')
('一团', '誓言之燚', '法师', '远程', '骨寒魔杖', '19108', '', '2020-20')
('一团', '清音如风', '法师', '头部', '灵风头冠', '16914', '+18 法术强度，+8 爆击', '2020-20')
('一团', '清音如风', '法师', '颈部', '火焰之王的项圈', '18814', '', '2020-20')
('一团', '清音如风', '法师', '肩部', '灵风衬肩', '16917', '', '2020-20')
('一团', '清音如风', '法师', '衬衣', '杉德尔船长的衬衣', '3342', '', '2020-20')
('一团', '清音如风', '法师', '胸部', '灵风长袍', '16916', '', '2020-20')
('一团', '清音如风', '法师', '腰部', '燃魔腰带', '19136', '', '2020-20')
('一团', '清音如风', '法师', '腿部', '奥术师护腿', '16796', '+8 法术强度', '2020-20')
('一团', '清音如风', '法师', '脚', '奥术师便鞋', '16800', '+7 耐力', '2020-20')
('一团', '清音如风', '法师', '腕部', '奥术师护腕', '16799', '+7 智力', '2020-20')
('一团', '清音如风', '法师', '手', '灵风手套', '16913', '', '2020-20')
('一团', '清音如风', '法师', '手指', '法术能量之戒', '19147', '', '2020-20')
('一团', '清音如风', '法师', '手指', '专注指环', '19403', '', '2020-20')
('一团', '清音如风', '法师', '饰品', '比斯巨兽之眼', '13968', '', '2020-20')
('一团', '清音如风', '法师', '饰品', '赞达拉英雄护符', '19950', '', '2020-20')
('一团', '清音如风', '法师', '饰品', '石楠之环', '12930', '', '2020-20')
('一团', '清音如风', '法师', '背部', '哈卡莱崇拜者披风', '22711', '', '2020-20')
('一团', '清音如风', '法师', '背部', '奥妮克希亚鳞片披风', '15138', '', '2020-20')
('一团', '清音如风', '法师', '主手武器', '碧空之歌', '17103', '+30 法术强度', '2020-20')
('一团', '清音如风', '法师', '副手', '冰雪之王宝典', '19310', '', '2020-20')
('一团', '清音如风', '法师', '远程', '噬骨铁针', '13938', '', '2020-20')
('一团', '土豆甜甜圈', '牧师', '头部', '卓越之环', '16921', '+8 法术强度', '2020-20')
('一团', '土豆甜甜圈', '牧师', '头部', '妖术师头巾', '19886', '+8 法术强度', '2020-20')
('一团', '土豆甜甜圈', '牧师', '颈部', '启示项链', '17109', '', '2020-20')
('一团', '土豆甜甜圈', '牧师', '肩部', '黑翼衬肩', '19370', '+5 火焰抗性', '2020-20')
('一团', '土豆甜甜圈', '牧师', '衬衣', '紫色丝质衬衣', '4335', '', '2020-20')
('一团', '土豆甜甜圈', '牧师', '胸部', '尊贵法袍', '13346', '+100 法力值', '2020-20')
('一团', '土豆甜甜圈', '牧师', '胸部', '冬夜法袍', '14136', '+100 法力值', '2020-20')
('一团', '土豆甜甜圈', '牧师', '腰部', '火喉之握', '19400', '', '2020-20')
('一团', '土豆甜甜圈', '牧师', '腿部', '卓越护腿', '16922', '+8 法术强度', '2020-20')
('一团', '土豆甜甜圈', '牧师', '腿部', '光芒护腿', '19165', '+8 法术强度', '2020-20')
('一团', '土豆甜甜圈', '牧师', '脚', '骑士中尉的绸缎便鞋', '23289', '加速略微提升', '2020-20')
('一团', '土豆甜甜圈', '牧师', '脚', '玛勒基的裹足', '18735', '加速略微提升', '2020-20')
('一团', '土豆甜甜圈', '牧师', '腕部', '树妖的护腕', '19595', '+9 全能', '2020-20')
('一团', '土豆甜甜圈', '牧师', '手', '骑士中尉的绸缎裹手', '23288', '+2% 坐骑速度', '2020-20')
('一团', '土豆甜甜圈', '牧师', '手', '黑焰手套', '19407', '+2% 坐骑速度', '2020-20')
('一团', '土豆甜甜圈', '牧师', '手指', '惩戒指环', '22721', '', '2020-20')
('一团', '土豆甜甜圈', '牧师', '手指', '红木之环', '13178', '', '2020-20')
('一团', '土豆甜甜圈', '牧师', '手指', '黑暗统御指环', '19434', '', '2020-20')
('一团', '土豆甜甜圈', '牧师', '饰品', '埃雷萨拉斯皇家徽记', '18469', '', '2020-20')
('一团', '土豆甜甜圈', '牧师', '饰品', '比斯巨兽之眼', '13968', '', '2020-20')
('一团', '土豆甜甜圈', '牧师', '饰品', '石楠之环', '12930', '', '2020-20')
('一团', '土豆甜甜圈', '牧师', '背部', '吞噬披风', '19857', '+5 所有抗性', '2020-20')
('一团', '土豆甜甜圈', '牧师', '背部', '奥妮克希亚鳞片披风', '15138', '+7 火焰抗性', '2020-20')
('一团', '土豆甜甜圈', '牧师', '主手武器', '祈福', '18608', '+30 法术强度', '2020-20')
('一团', '土豆甜甜圈', '牧师', '远程', '混乱之触', '19861', '', '2020-20')
('一团', '隐藏行踪', '盗贼', '头部', '血牙头巾', '16908', '+14 攻击强度，+12 躲闪', '2020-20')
('一团', '隐藏行踪', '盗贼', '颈部', '哈卡之眼', '19856', '', '2020-20')
('一团', '隐藏行踪', '盗贼', '肩部', '赞达拉狂妄者衬肩', '19835', '+15 攻击强度', '2020-20')
('一团', '隐藏行踪', '盗贼', '衬衣', '盗贼衬衣', '49', '', '2020-20')
('一团', '隐藏行踪', '盗贼', '胸部', '血牙胸甲', '16905', '+4 所有属性', '2020-20')
('一团', '隐藏行踪', '盗贼', '腰部', '血牙腰带', '16910', '', '2020-20')
('一团', '隐藏行踪', '盗贼', '腿部', '血牙短裤', '16909', '+14 攻击强度，+12 躲闪', '2020-20')
('一团', '隐藏行踪', '盗贼', '脚', '血牙长靴', '16906', '+7 敏捷', '2020-20')
('一团', '隐藏行踪', '盗贼', '腕部', '赞达拉狂妄者护腕', '19836', '+9 力量', '2020-20')
('一团', '隐藏行踪', '盗贼', '手', '夜幕杀手手套', '16826', '+7 敏捷', '2020-20')
('一团', '隐藏行踪', '盗贼', '手指', '源力之环', '19432', '', '2020-20')
('一团', '隐藏行踪', '盗贼', '手指', '屠龙大师之戒', '19384', '', '2020-20')
('一团', '隐藏行踪', '盗贼', '饰品', '正义之手', '11815', '', '2020-20')
('一团', '隐藏行踪', '盗贼', '饰品', '黑手饰物', '13965', '', '2020-20')
('一团', '隐藏行踪', '盗贼', '背部', '火喉披风', '19398', '+3 敏捷', '2020-20')
('一团', '隐藏行踪', '盗贼', '背部', '奥妮克希亚鳞片披风', '15138', '+5 所有抗性', '2020-20')
('一团', '隐藏行踪', '盗贼', '主手武器', '多彩之剑', '19352', '十字军', '2020-20')
('一团', '隐藏行踪', '盗贼', '副手', '黑色卫士', '19168', '十字军', '2020-20')
('一团', '隐藏行踪', '盗贼', '远程', '古拉巴什矮人摧毁者', '19853', '', '2020-20')
('一团', '神威君临', '战士', '头部', '狮心头盔', '12640', '+8 力量', '2020-20')
('一团', '神威君临', '战士', '颈部', '哈卡之眼', '19856', '', '2020-20')
('一团', '神威君临', '战士', '颈部', '奥妮克希亚龙牙坠饰', '18404', '', '2020-20')
('一团', '神威君临', '战士', '肩部', '强击护肩', '12927', '+15 攻击强度', '2020-20')
('一团', '神威君临', '战士', '肩部', '黑色龙鳞护肩', '15051', '+5 火焰抗性', '2020-20')
('一团', '神威君临', '战士', '衬衣', '紫色丝质衬衣', '4335', '', '2020-20')
('一团', '神威君临', '战士', '胸部', '野蛮角斗士链甲', '11726', '+4 所有属性', '2020-20')
('一团', '神威君临', '战士', '腰部', '冲击束带', '19137', '', '2020-20')
('一团', '神威君临', '战士', '腿部', '怪异强化腿甲', '18380', '+10 急速', '2020-20')
('一团', '神威君临', '战士', '腿部', '黑色龙鳞护腿', '15052', '+20 火焰抗性', '2020-20')
('一团', '神威君临', '战士', '脚', '血链战靴', '14616', '加速略微提升', '2020-20')
('一团', '神威君临', '战士', '脚', '黑色龙鳞战靴', '16984', '加速略微提升', '2020-20')
('一团', '神威君临', '战士', '腕部', '雷德的护腕', '12936', '+9 力量', '2020-20')
('一团', '神威君临', '战士', '手', '祭祀护手', '22714', '+7 力量', '2020-20')
('一团', '神威君临', '战士', '手', '力量护手', '16863', '+10 急速', '2020-20')
('一团', '神威君临', '战士', '手指', '迅击戒指', '18821', '', '2020-20')
('一团', '神威君临', '战士', '手指', '胡里奥指环', '19325', '', '2020-20')
('一团', '神威君临', '战士', '饰品', '正义之手', '11815', '', '2020-20')
('一团', '神威君临', '战士', '饰品', '闪耀徽章', '2802', '', '2020-20')
('一团', '神威君临', '战士', '饰品', '钻石水瓶', '20130', '', '2020-20')
('一团', '神威君临', '战士', '饰品', '黑手饰物', '13965', '', '2020-20')
('一团', '神威君临', '战士', '背部', '黑爵士的斗篷', '13340', '+3 敏捷', '2020-20')
('一团', '神威君临', '战士', '背部', '奥妮克希亚鳞片披风', '15138', '+7 火焰抗性', '2020-20')
('一团', '神威君临', '战士', '主手武器', '残忍利刃', '18832', '十字军', '2020-20')
('一团', '神威君临', '战士', '副手', '无面者之牙', '19859', '十字军', '2020-20')
('一团', '神威君临', '战士', '远程', '速射强弓', '17069', '', '2020-20')
('一团', '亦昕蓝', '圣骑士', '头部', '祖利安头饰', '22720', '+10 躲闪，+10 耐力，+10 智力', '2020-20')
('一团', '亦昕蓝', '圣骑士', '头部', '审判头冠', '16955', '+8 法术强度', '2020-20')
('一团', '亦昕蓝', '圣骑士', '颈部', '生命项链', '18723', '', '2020-20')
('一团', '亦昕蓝', '圣骑士', '肩部', '狂野肩铠', '18810', '', '2020-20')
('一团', '亦昕蓝', '圣骑士', '肩部', '秩序之源肩铠', '16856', '', '2020-20')
('一团', '亦昕蓝', '圣骑士', '胸部', '尊贵法袍', '13346', '+3 所有属性', '2020-20')
('一团', '亦昕蓝', '圣骑士', '胸部', '秩序之源胸甲', '16853', '+3 所有属性', '2020-20')
('一团', '亦昕蓝', '圣骑士', '腰部', '熔火犬皮腰带', '19162', '', '2020-20')
('一团', '亦昕蓝', '圣骑士', '腿部', '火蜥蜴鳞片短裤', '18875', '', '2020-20')
('一团', '亦昕蓝', '圣骑士', '腿部', '审判腿铠', '16954', '+8 法术强度', '2020-20')
('一团', '亦昕蓝', '圣骑士', '脚', '审判马靴', '16957', '+7 耐力', '2020-20')
('一团', '亦昕蓝', '圣骑士', '腕部', '近卫臂甲', '13969', '+13 法术强度', '2020-20')
('一团', '亦昕蓝', '圣骑士', '腕部', '审判束腕', '16951', '+7 智力', '2020-20')
('一团', '亦昕蓝', '圣骑士', '手', '和平守护者护手', '20264', '+2% 坐骑速度', '2020-20')
('一团', '亦昕蓝', '圣骑士', '手', '审判护手', '16956', '+2% 坐骑速度', '2020-20')
('一团', '亦昕蓝', '圣骑士', '手指', '始祖徽记', '19863', '', '2020-20')
('一团', '亦昕蓝', '圣骑士', '手指', '首领指环', '19920', '', '2020-20')
('一团', '亦昕蓝', '圣骑士', '饰品', '石楠之环', '12930', '', '2020-20')
('一团', '亦昕蓝', '圣骑士', '饰品', '龙鳞碎片', '17064', '', '2020-20')
('一团', '亦昕蓝', '圣骑士', '背部', '纯净思想斗篷', '19430', '+5 所有抗性', '2020-20')
('一团', '亦昕蓝', '圣骑士', '背部', '奥妮克希亚鳞片披风', '15138', '', '2020-20')
('一团', '亦昕蓝', '圣骑士', '主手武器', '洛卡米尔·伊洛曼希斯', '19360', '+29 法术强度', '2020-20')
('一团', '亦昕蓝', '圣骑士', '副手', '红龙防护者', '19348', '瑟银盾刺（20-30）', '2020-20')
('一团', '亦昕蓝', '圣骑士', '远程', '埃根的冲击器', '13289', '', '2020-20')
('一团', '亦昕蓝', '圣骑士', '公会徽章', '公会徽章', '5976', '', '2020-20')
('一团', '亦昕蓝', '圣骑士', '公会徽章', '雷矛军服', '19032', '', '2020-20')
('一团', '欧米茄毁灭者', '战士', '头部', '狮心头盔', '12640', '+8 力量', '2020-20')
('一团', '欧米茄毁灭者', '战士', '颈部', '奥妮克希亚龙牙坠饰', '18404', '', '2020-20')
('一团', '欧米茄毁灭者', '战士', '肩部', '浸血肩铠', '19878', '', '2020-20')
('一团', '欧米茄毁灭者', '战士', '衬衣', '杉德尔船长的衬衣', '3342', '', '2020-20')
('一团', '欧米茄毁灭者', '战士', '胸部', '野蛮角斗士链甲', '11726', '+4 所有属性', '2020-20')
('一团', '欧米茄毁灭者', '战士', '腰部', '冲击束带', '19137', '', '2020-20')
('一团', '欧米茄毁灭者', '战士', '腿部', '怪异强化腿甲', '18380', '+8 力量', '2020-20')
('一团', '欧米茄毁灭者', '战士', '脚', '血链战靴', '14616', '加速略微提升', '2020-20')
('一团', '欧米茄毁灭者', '战士', '腕部', '稳固护腕', '19146', '+9 力量', '2020-20')
('一团', '欧米茄毁灭者', '战士', '手', '祭祀护手', '22714', '+7 力量', '2020-20')
('一团', '欧米茄毁灭者', '战士', '手指', '迅击戒指', '18821', '', '2020-20')
('一团', '欧米茄毁灭者', '战士', '手指', '胡里奥指环', '19325', '', '2020-20')
('一团', '欧米茄毁灭者', '战士', '饰品', '正义之手', '11815', '', '2020-20')
('一团', '欧米茄毁灭者', '战士', '饰品', '黑手饰物', '13965', '', '2020-20')
('一团', '欧米茄毁灭者', '战士', '背部', '黑爵士的斗篷', '13340', '+3 敏捷', '2020-20')
('一团', '欧米茄毁灭者', '战士', '背部', '奥妮克希亚鳞片披风', '15138', '', '2020-20')
('一团', '欧米茄毁灭者', '战士', '主手武器', '残忍利刃', '18832', '十字军', '2020-20')
('一团', '欧米茄毁灭者', '战士', '副手', '熔火犬牙', '18805', '十字军', '2020-20')
('一团', '欧米茄毁灭者', '战士', '远程', '速射强弓', '17069', '', '2020-20')
('一团', '欧米茄毁灭者', '战士', '公会徽章', '血色十字军战袍', '23192', '', '2020-20')
('一团', '超笨大笨熊', '猎人', '头部', '巨人追猎者头盔', '16846', '+8 敏捷', '2020-20')
('一团', '超笨大笨熊', '猎人', '颈部', '奥妮克希亚龙牙坠饰', '18404', '', '2020-20')
('一团', '超笨大笨熊', '猎人', '肩部', '巨人追猎者肩饰', '16848', '', '2020-20')
('一团', '超笨大笨熊', '猎人', '衬衣', '皱褶捕兽者衬衣', '148', '', '2020-20')
('一团', '超笨大笨熊', '猎人', '胸部', '巨人追猎者胸甲', '16845', '+3 所有属性', '2020-20')
('一团', '超笨大笨熊', '猎人', '腰部', '巨人追猎者腰带', '16851', '', '2020-20')
('一团', '超笨大笨熊', '猎人', '腿部', '巨人追猎者护腿', '16847', '+8 敏捷', '2020-20')
('一团', '超笨大笨熊', '猎人', '脚', '巨人追猎者长靴', '16849', '+7 敏捷', '2020-20')
('一团', '超笨大笨熊', '猎人', '腕部', '巨人追猎者护腕', '16850', '+9 耐力', '2020-20')
('一团', '超笨大笨熊', '猎人', '手', '巨人追猎者手套', '16852', '+7 敏捷', '2020-20')
('一团', '超笨大笨熊', '猎人', '手指', '痛苦指环', '13098', '', '2020-20')
('一团', '超笨大笨熊', '猎人', '手指', '胡里奥指环', '19325', '', '2020-20')
('一团', '超笨大笨熊', '猎人', '饰品', '黑手饰物', '13965', '', '2020-20')
('一团', '超笨大笨熊', '猎人', '饰品', '埃雷萨拉斯皇家徽记', '18473', '', '2020-20')
('一团', '超笨大笨熊', '猎人', '背部', '黑爵士的斗篷', '13340', '+3 敏捷', '2020-20')
('一团', '超笨大笨熊', '猎人', '背部', '奥妮克希亚鳞片披风', '15138', '', '2020-20')
('一团', '超笨大笨熊', '猎人', '主手武器', '熔火犬牙', '18805', '+15 敏捷', '2020-20')
('一团', '超笨大笨熊', '猎人', '副手', '斩骨手斧', '18737', '+15 敏捷', '2020-20')
('一团', '超笨大笨熊', '猎人', '远程', '伦鲁迪洛尔，上古守护者的长弓', '18713', '+30 远程爆击', '2020-20')
('一团', '超笨大笨熊', '猎人', '公会徽章', '公会徽章', '5976', '', '2020-20')
('一团', '鬼笛陈情', '战士', '头部', '狮心头盔', '12640', '+10 急速', '2020-20')
('一团', '鬼笛陈情', '战士', '颈部', '奥妮克希亚龙牙坠饰', '18404', '', '2020-20')
('一团', '鬼笛陈情', '战士', '肩部', '龙爪肩铠', '19394', '+15 攻击强度', '2020-20')
('一团', '鬼笛陈情', '战士', '肩部', '黑色龙鳞护肩', '15051', '', '2020-20')
('一团', '鬼笛陈情', '战士', '衬衣', '红色亚麻衬衣', '2575', '', '2020-20')
('一团', '鬼笛陈情', '战士', '胸部', '野蛮角斗士链甲', '11726', '+4 所有属性', '2020-20')
('一团', '鬼笛陈情', '战士', '胸部', '黑色龙鳞胸甲', '15050', '+3 所有属性', '2020-20')
('一团', '鬼笛陈情', '战士', '腰部', '赞达拉辩护者腰带', '19823', '', '2020-20')
('一团', '鬼笛陈情', '战士', '腿部', '魔暴龙皮护腿', '15062', '+10 急速', '2020-20')
('一团', '鬼笛陈情', '战士', '腿部', '黑色龙鳞护腿', '15052', '+20 火焰抗性', '2020-20')
('一团', '鬼笛陈情', '战士', '脚', '多彩长靴', '19387', '加速略微提升', '2020-20')
('一团', '鬼笛陈情', '战士', '脚', '黑色龙鳞战靴', '16984', '加速略微提升', '2020-20')
('一团', '鬼笛陈情', '战士', '腕部', '赞达拉辩护者护臂', '19824', '+9 力量', '2020-20')
('一团', '鬼笛陈情', '战士', '手', '烈焰守卫护手', '19143', '+7 力量', '2020-20')
('一团', '鬼笛陈情', '战士', '手指', '屠龙大师之戒', '19384', '', '2020-20')
('一团', '鬼笛陈情', '战士', '手指', '迅击戒指', '18821', '', '2020-20')
('一团', '鬼笛陈情', '战士', '饰品', '黑手饰物', '13965', '', '2020-20')
('一团', '鬼笛陈情', '战士', '饰品', '钻石水瓶', '20130', '', '2020-20')
('一团', '鬼笛陈情', '战士', '饰品', '龙牙饰物', '19406', '', '2020-20')
('一团', '鬼笛陈情', '战士', '背部', '飞龙披风', '19436', '+3 敏捷', '2020-20')
('一团', '鬼笛陈情', '战士', '背部', '奥妮克希亚鳞片披风', '15138', '+5 所有抗性', '2020-20')
('一团', '鬼笛陈情', '战士', '主手武器', '残忍利刃', '18832', '十字军', '2020-20')
('一团', '鬼笛陈情', '战士', '副手', '哈卡莱战刃', '19866', '十字军', '2020-20')
('一团', '鬼笛陈情', '战士', '远程', '萨特强弓', '18323', '', '2020-20')
('一团', '鬼笛陈情', '战士', '远程', '爆击猎枪', '17072', '', '2020-20')
('一团', '鬼笛陈情', '战士', '公会徽章', '雷矛军服', '19032', '', '2020-20')
('一团', '默许', '盗贼', '头部', '血牙头巾', '16908', '+10 急速', '2020-20')
('一团', '默许', '盗贼', '颈部', '奥妮克希亚龙牙坠饰', '18404', '', '2020-20')
('一团', '默许', '盗贼', '肩部', '赞达拉狂妄者衬肩', '19835', '+5 所有抗性', '2020-20')
('一团', '默许', '盗贼', '衬衣', '紫色丝质衬衣', '4335', '', '2020-20')
('一团', '默许', '盗贼', '胸部', '血牙胸甲', '16905', '+4 所有属性', '2020-20')
('一团', '默许', '盗贼', '腰部', '夜幕杀手腰带', '16827', '', '2020-20')
('一团', '默许', '盗贼', '腿部', '血牙短裤', '16909', '+10 急速', '2020-20')
('一团', '默许', '盗贼', '脚', '夜幕杀手长靴', '16824', '加速略微提升', '2020-20')
('一团', '默许', '盗贼', '腕部', '夜幕杀手护腕', '16825', '+9 力量', '2020-20')
('一团', '默许', '盗贼', '手', '夜幕杀手手套', '16826', '+7 敏捷', '2020-20')
('一团', '默许', '盗贼', '手指', '屠龙大师之戒', '19384', '', '2020-20')
('一团', '默许', '盗贼', '手指', '埃古雷亚指环', '17063', '', '2020-20')
('一团', '默许', '盗贼', '饰品', '正义之手', '11815', '', '2020-20')
('一团', '默许', '盗贼', '饰品', '黑手饰物', '13965', '', '2020-20')
('一团', '默许', '盗贼', '背部', '黑爵士的斗篷', '13340', '+3 敏捷', '2020-20')
('一团', '默许', '盗贼', '背部', '奥妮克希亚鳞片披风', '15138', '', '2020-20')
('一团', '默许', '盗贼', '主手武器', '多彩之剑', '19352', '十字军', '2020-20')
('一团', '默许', '盗贼', '副手', '残忍利刃', '18832', '十字军', '2020-20')
('一团', '默许', '盗贼', '远程', '古拉巴什矮人摧毁者', '19853', '', '2020-20')
('一团', '小惊喜宝宝', '牧师', '头部', '卓越之环', '16921', '', '2020-20')
('一团', '小惊喜宝宝', '牧师', '颈部', '生命项链', '18723', '', '2020-20')
('一团', '小惊喜宝宝', '牧师', '肩部', '卓越肩铠', '16924', '', '2020-20')
('一团', '小惊喜宝宝', '牧师', '胸部', '信念外衣', '14154', '+100 生命值', '2020-20')
('一团', '小惊喜宝宝', '牧师', '腰部', '火喉之握', '19400', '', '2020-20')
('一团', '小惊喜宝宝', '牧师', '腿部', '卓越护腿', '16922', '', '2020-20')
('一团', '小惊喜宝宝', '牧师', '脚', '卓越长靴', '16919', '+7 耐力', '2020-20')
('一团', '小惊喜宝宝', '牧师', '腕部', '卓越束腕', '16926', '+13 法术强度', '2020-20')
('一团', '小惊喜宝宝', '牧师', '手', '预言手套', '16812', '', '2020-20')
('一团', '小惊喜宝宝', '牧师', '手指', '魔法导师的封印', '17110', '', '2020-20')
('一团', '小惊喜宝宝', '牧师', '手指', '弗丁徽记之戒', '16058', '', '2020-20')
('一团', '小惊喜宝宝', '牧师', '饰品', '比斯巨兽之眼', '13968', '', '2020-20')
('一团', '小惊喜宝宝', '牧师', '饰品', '埃雷萨拉斯皇家徽记', '18469', '', '2020-20')
('一团', '小惊喜宝宝', '牧师', '背部', '纯净思想斗篷', '19430', '', '2020-20')
('一团', '小惊喜宝宝', '牧师', '背部', '奥妮克希亚鳞片披风', '15138', '', '2020-20')
('一团', '小惊喜宝宝', '牧师', '主手武器', '祈福', '18608', '+29 法术强度', '2020-20')
('一团', '小惊喜宝宝', '牧师', '远程', '精华收集者', '19435', '', '2020-20')
('一团', '天使的指纹', '法师', '头部', '灵风头冠', '16914', '+18 法术强度，+8 爆击', '2020-20')
('一团', '天使的指纹', '法师', '颈部', '火焰之王的项圈', '18814', '', '2020-20')
('一团', '天使的指纹', '法师', '肩部', '黑翼衬肩', '19370', '+18 法术强度', '2020-20')
('一团', '天使的指纹', '法师', '衬衣', '紫色丝质衬衣', '4335', '', '2020-20')
('一团', '天使的指纹', '法师', '胸部', '灵风长袍', '16916', '+4 所有属性', '2020-20')
('一团', '天使的指纹', '法师', '腰部', '灵风腰带', '16818', '', '2020-20')
('一团', '天使的指纹', '法师', '腿部', '奥术师护腿', '16796', '+8 法术强度', '2020-20')
('一团', '天使的指纹', '法师', '脚', '灵风长靴', '16912', '加速略微提升', '2020-20')
('一团', '天使的指纹', '法师', '腕部', '灵风束腕', '16918', '+9 耐力', '2020-20')
('一团', '天使的指纹', '法师', '手', '灵风手套', '16913', '+2% 坐骑速度', '2020-20')
('一团', '天使的指纹', '法师', '手指', '惩戒指环', '22721', '', '2020-20')
('一团', '天使的指纹', '法师', '手指', '专注指环', '19403', '', '2020-20')
('一团', '天使的指纹', '法师', '饰品', '短暂能量护符', '18820', '', '2020-20')
('一团', '天使的指纹', '法师', '饰品', '赞达拉英雄护符', '19950', '', '2020-20')
('一团', '天使的指纹', '法师', '饰品', '思维加速宝石', '19339', '', '2020-20')
('一团', '天使的指纹', '法师', '背部', '龙王披风', '19378', '+5 所有抗性', '2020-20')
('一团', '天使的指纹', '法师', '背部', '奥妮克希亚鳞片披风', '15138', '+5 所有抗性', '2020-20')
('一团', '天使的指纹', '法师', '主手武器', '暗影烈焰法杖', '19356', '+30 法术强度', '2020-20')
('一团', '天使的指纹', '法师', '远程', '骨寒魔杖', '19108', '', '2020-20')
('一团', '天使的指纹', '法师', '远程', '蜿蜒骨杖', '12605', '', '2020-20')
('一团', '南林越女', '战士', '头部', '愤怒头盔', '16963', '+100 生命值', '2020-20')
('一团', '南林越女', '战士', '头部', '黑铁头盔', '19148', '+20 火焰抗性', '2020-20')
('一团', '南林越女', '战士', '颈部', '奥妮克希亚龙牙坠饰', '18404', '', '2020-20')
('一团', '南林越女', '战士', '肩部', '力量肩铠', '16868', '+5 火焰抗性', '2020-20')
('一团', '南林越女', '战士', '衬衣', '新兵衬衣', '38', '', '2020-20')
('一团', '南林越女', '战士', '胸部', '愤怒胸甲', '16966', '+100 生命值', '2020-20')
('一团', '南林越女', '战士', '腰部', '黑龙束带', '13142', '', '2020-20')
('一团', '南林越女', '战士', '腰部', '炽热链甲束带', '16989', '', '2020-20')
('一团', '南林越女', '战士', '腿部', '力量腿铠', '16867', '+100 生命值', '2020-20')
